J-Date,Date,Weekday,Symbol,Open
1398-03-22,6/12/2019,Wednesday,سکه امامی,45630000
1398-03-24,6/14/2019,Friday,سکه امامی,46510000
1398-03-25,6/15/2019,Saturday,سکه امامی,47380000
1398-03-26,6/16/2019,Sunday,سکه امامی,47410000
1398-03-27,6/17/2019,Monday,سکه امامی,46680000
1398-03-28,6/18/2019,Tuesday,سکه امامی,46150000
1398-03-29,6/19/2019,Wednesday,سکه امامی,46240000
1398-03-31,6/21/2019,Friday,سکه امامی,46340000
1398-04-01,6/22/2019,Saturday,سکه امامی,46200000
1398-04-02,6/23/2019,Sunday,سکه امامی,47320000
1398-04-03,6/24/2019,Monday,سکه امامی,46960000
1398-04-04,6/25/2019,Tuesday,سکه امامی,46180000
1398-04-05,6/26/2019,Wednesday,سکه امامی,46250000
1398-04-08,6/29/2019,Saturday,سکه امامی,45820000
1398-04-09,6/30/2019,Sunday,سکه امامی,44830000
1398-04-10,7/1/2019,Monday,سکه امامی,45310000
1398-04-11,7/2/2019,Tuesday,سکه امامی,45500000
1398-04-12,7/3/2019,Wednesday,سکه امامی,45350000
1398-04-14,7/5/2019,Friday,سکه امامی,45990000
1398-04-15,7/6/2019,Saturday,سکه امامی,46450000
1398-04-16,7/7/2019,Sunday,سکه امامی,45670000
1398-04-17,7/8/2019,Monday,سکه امامی,45420000
1398-04-18,7/9/2019,Tuesday,سکه امامی,45300000
1398-04-19,7/10/2019,Wednesday,سکه امامی,45420000
1398-04-21,7/12/2019,Friday,سکه امامی,44690000
1398-04-22,7/13/2019,Saturday,سکه امامی,43840000
1398-04-23,7/14/2019,Sunday,سکه امامی,43490000
1398-04-24,7/15/2019,Monday,سکه امامی,41680000
1398-04-25,7/16/2019,Tuesday,سکه امامی,38700000
1398-04-26,7/17/2019,Wednesday,سکه امامی,40600000
1398-04-28,7/19/2019,Friday,سکه امامی,40170000
1398-04-29,7/20/2019,Saturday,سکه امامی,42080000
1398-04-30,7/21/2019,Sunday,سکه امامی,42030000
1398-04-31,7/22/2019,Monday,سکه امامی,42710000
1398-05-01,7/23/2019,Tuesday,سکه امامی,42820000
1398-05-02,7/24/2019,Wednesday,سکه امامی,41170000
1398-05-04,7/26/2019,Friday,سکه امامی,41630000
1398-05-05,7/27/2019,Saturday,سکه امامی,43060000
1398-05-06,7/28/2019,Sunday,سکه امامی,41660000
1398-05-07,7/29/2019,Monday,سکه امامی,42050000
1398-05-08,7/30/2019,Tuesday,سکه امامی,41550000
1398-05-09,7/31/2019,Wednesday,سکه امامی,40650000
1398-05-11,8/2/2019,Friday,سکه امامی,41940000
1398-05-12,8/3/2019,Saturday,سکه امامی,40960000
1398-05-13,8/4/2019,Sunday,سکه امامی,41920000
1398-05-14,8/5/2019,Monday,سکه امامی,42280000
1398-05-15,8/6/2019,Tuesday,سکه امامی,42190000
1398-05-16,8/7/2019,Wednesday,سکه امامی,42460000
1398-05-18,8/9/2019,Friday,سکه امامی,42050000
1398-05-19,8/10/2019,Saturday,سکه امامی,41640000
1398-05-21,8/12/2019,Monday,سکه امامی,41750000
1398-05-22,8/13/2019,Tuesday,سکه امامی,41630000
1398-05-23,8/14/2019,Wednesday,سکه امامی,41830000
1398-05-25,8/16/2019,Friday,سکه امامی,41660000
1398-05-26,8/17/2019,Saturday,سکه امامی,41900000
1398-05-27,8/18/2019,Sunday,سکه امامی,41730000
1398-05-29,8/20/2019,Tuesday,سکه امامی,41620000
1398-05-30,8/21/2019,Wednesday,سکه امامی,41610000
1398-06-01,8/23/2019,Friday,سکه امامی,41630000
1398-06-02,8/24/2019,Saturday,سکه امامی,41420000
1398-06-03,8/25/2019,Sunday,سکه امامی,41110000
1398-06-04,8/26/2019,Monday,سکه امامی,39580000
1398-06-05,8/27/2019,Tuesday,سکه امامی,40290000
1398-06-06,8/28/2019,Wednesday,سکه امامی,40550000
1398-06-08,8/30/2019,Friday,سکه امامی,40990000
1398-06-09,8/31/2019,Saturday,سکه امامی,41220000
1398-06-10,9/1/2019,Sunday,سکه امامی,40870000
1398-06-11,9/2/2019,Monday,سکه امامی,41020000
1398-06-12,9/3/2019,Tuesday,سکه امامی,41000000
1398-06-13,9/4/2019,Wednesday,سکه امامی,41320000
1398-06-15,9/6/2019,Friday,سکه امامی,41000000
1398-06-16,9/7/2019,Saturday,سکه امامی,41270000
1398-06-19,9/10/2019,Tuesday,سکه امامی,40970000
1398-06-20,9/11/2019,Wednesday,سکه امامی,40670000
1398-06-22,9/13/2019,Friday,سکه امامی,40740000
1398-06-23,9/14/2019,Saturday,سکه امامی,39950000
1398-06-24,9/15/2019,Sunday,سکه امامی,40190000
1398-06-25,9/16/2019,Monday,سکه امامی,40370000
1398-06-26,9/17/2019,Tuesday,سکه امامی,40220000
1398-06-27,9/18/2019,Wednesday,سکه امامی,40380000
1398-06-29,9/20/2019,Friday,سکه امامی,40640000
1398-06-30,9/21/2019,Saturday,سکه امامی,40710000
1398-06-31,9/22/2019,Sunday,سکه امامی,40170000
1398-07-01,9/23/2019,Monday,سکه امامی,40300000
1398-07-02,9/24/2019,Tuesday,سکه امامی,40250000
1398-07-03,9/25/2019,Wednesday,سکه امامی,40210000
1398-07-05,9/27/2019,Friday,سکه امامی,40260000
1398-07-06,9/28/2019,Saturday,سکه امامی,40030000
1398-07-07,9/29/2019,Sunday,سکه امامی,40230000
1398-07-08,9/30/2019,Monday,سکه امامی,40260000
1398-07-09,10/1/2019,Tuesday,سکه امامی,39860000
1398-07-10,10/2/2019,Wednesday,سکه امامی,40160000
1398-07-12,10/4/2019,Friday,سکه امامی,40210000
1398-07-13,10/5/2019,Saturday,سکه امامی,39990000
1398-07-14,10/6/2019,Sunday,سکه امامی,40050000
1398-07-15,10/7/2019,Monday,سکه امامی,39980000
1398-07-16,10/8/2019,Tuesday,سکه امامی,40170000
1398-07-17,10/9/2019,Wednesday,سکه امامی,40070000
1398-07-19,10/11/2019,Friday,سکه امامی,40020000
1398-07-20,10/12/2019,Saturday,سکه امامی,39820000
1398-07-21,10/13/2019,Sunday,سکه امامی,39650000
1398-07-22,10/14/2019,Monday,سکه امامی,39600000
1398-07-23,10/15/2019,Tuesday,سکه امامی,39720000
1398-07-24,10/16/2019,Wednesday,سکه امامی,39660000
1398-07-27,10/19/2019,Saturday,سکه امامی,39610000
1398-07-28,10/20/2019,Sunday,سکه امامی,39610000
1398-07-29,10/21/2019,Monday,سکه امامی,39550000
1398-07-30,10/22/2019,Tuesday,سکه امامی,38990000
1398-08-01,10/23/2019,Wednesday,سکه امامی,38540000
1398-08-03,10/25/2019,Friday,سکه امامی,38660000
1398-08-05,10/27/2019,Sunday,سکه امامی,39130000
1398-08-07,10/29/2019,Tuesday,سکه امامی,38940000
1398-08-08,10/30/2019,Wednesday,سکه امامی,39280000
1398-08-10,11/1/2019,Friday,سکه امامی,39710000
1398-08-11,11/2/2019,Saturday,سکه امامی,40280000
1398-08-12,11/3/2019,Sunday,سکه امامی,39820000
1398-08-13,11/4/2019,Monday,سکه امامی,39910000
1398-08-15,11/6/2019,Wednesday,سکه امامی,39940000
1398-08-17,11/8/2019,Friday,سکه امامی,39390000
1398-08-18,11/9/2019,Saturday,سکه امامی,39730000
1398-08-19,11/10/2019,Sunday,سکه امامی,40080000
1398-08-20,11/11/2019,Monday,سکه امامی,39960000
1398-08-21,11/12/2019,Tuesday,سکه امامی,40250000
1398-08-22,11/13/2019,Wednesday,سکه امامی,40360000
1398-08-24,11/15/2019,Friday,سکه امامی,41110000
1398-08-25,11/16/2019,Saturday,سکه امامی,42130000
1398-08-26,11/17/2019,Sunday,سکه امامی,42680000
1398-08-27,11/18/2019,Monday,سکه امامی,41960000
1398-08-28,11/19/2019,Tuesday,سکه امامی,41510000
1398-08-29,11/20/2019,Wednesday,سکه امامی,40860000
1398-09-01,11/22/2019,Friday,سکه امامی,41650000
1398-09-02,11/23/2019,Saturday,سکه امامی,41950000
1398-09-03,11/24/2019,Sunday,سکه امامی,42580000
1398-09-04,11/25/2019,Monday,سکه امامی,42810000
1398-09-05,11/26/2019,Tuesday,سکه امامی,42250000
1398-09-06,11/27/2019,Wednesday,سکه امامی,43800000
1398-09-08,11/29/2019,Friday,سکه امامی,44020000
1398-09-09,11/30/2019,Saturday,سکه امامی,43420000
1398-09-10,12/1/2019,Sunday,سکه امامی,44240000
1398-09-11,12/2/2019,Monday,سکه امامی,44270000
1398-09-12,12/3/2019,Tuesday,سکه امامی,44730000
1398-09-13,12/4/2019,Wednesday,سکه امامی,45500000
1398-09-15,12/6/2019,Friday,سکه امامی,45400000
1398-09-16,12/7/2019,Saturday,سکه امامی,45960000
1398-09-17,12/8/2019,Sunday,سکه امامی,46580000
1398-09-18,12/9/2019,Monday,سکه امامی,46990000
1398-09-19,12/10/2019,Tuesday,سکه امامی,46330000
1398-09-20,12/11/2019,Wednesday,سکه امامی,45280000
1398-09-22,12/13/2019,Friday,سکه امامی,45110000
1398-09-23,12/14/2019,Saturday,سکه امامی,43310000
1398-09-24,12/15/2019,Sunday,سکه امامی,44030000
1398-09-25,12/16/2019,Monday,سکه امامی,44340000
1398-09-26,12/17/2019,Tuesday,سکه امامی,45020000
1398-09-27,12/18/2019,Wednesday,سکه امامی,44270000
1398-09-29,12/20/2019,Friday,سکه امامی,45510000
1398-09-30,12/21/2019,Saturday,سکه امامی,45730000
1398-10-01,12/22/2019,Sunday,سکه امامی,45080000
1398-10-02,12/23/2019,Monday,سکه امامی,45600000
1398-10-03,12/24/2019,Tuesday,سکه امامی,45200000
1398-10-04,12/25/2019,Wednesday,سکه امامی,45930000
1398-10-06,12/27/2019,Friday,سکه امامی,45950000
1398-10-07,12/28/2019,Saturday,سکه امامی,45950000
1398-10-08,12/29/2019,Sunday,سکه امامی,45710000
1398-10-09,12/30/2019,Monday,سکه امامی,46350000
1398-10-10,12/31/2019,Tuesday,سکه امامی,46730000
1398-10-11,1/1/2020,Wednesday,سکه امامی,46360000
1398-10-13,1/3/2020,Friday,سکه امامی,48680000
1398-10-14,1/4/2020,Saturday,سکه امامی,49090000
1398-10-15,1/5/2020,Sunday,سکه امامی,52110000
1398-10-16,1/6/2020,Monday,سکه امامی,51080000
1398-10-17,1/7/2020,Tuesday,سکه امامی,52310000
1398-10-18,1/8/2020,Wednesday,سکه امامی,47290000
1398-10-20,1/10/2020,Friday,سکه امامی,47530000
1398-10-21,1/11/2020,Saturday,سکه امامی,47100000
1398-10-22,1/12/2020,Sunday,سکه امامی,47600000
1398-10-23,1/13/2020,Monday,سکه امامی,47570000
1398-10-24,1/14/2020,Tuesday,سکه امامی,48440000
1398-10-25,1/15/2020,Wednesday,سکه امامی,48830000
1398-10-27,1/17/2020,Friday,سکه امامی,48620000
1398-10-28,1/18/2020,Saturday,سکه امامی,48420000
1398-10-29,1/19/2020,Sunday,سکه امامی,49010000
1398-10-30,1/20/2020,Monday,سکه امامی,48850000
1398-11-01,1/21/2020,Tuesday,سکه امامی,48430000
1398-11-02,1/22/2020,Wednesday,سکه امامی,48910000
1398-11-04,1/24/2020,Friday,سکه امامی,49260000
1398-11-05,1/25/2020,Saturday,سکه امامی,49210000
1398-11-06,1/26/2020,Sunday,سکه امامی,49810000
1398-11-07,1/27/2020,Monday,سکه امامی,50160000
1398-11-08,1/28/2020,Tuesday,سکه امامی,50200000
1398-11-09,1/29/2020,Wednesday,سکه امامی,50190000
1398-11-10,1/30/2020,Thursday,سکه امامی,50440000
1398-11-11,1/31/2020,Friday,سکه امامی,50510000
1398-11-12,2/1/2020,Saturday,سکه امامی,49710000
1398-11-13,2/2/2020,Sunday,سکه امامی,49690000
1398-11-14,2/3/2020,Monday,سکه امامی,50030000
1398-11-15,2/4/2020,Tuesday,سکه امامی,49470000
1398-11-16,2/5/2020,Wednesday,سکه امامی,49610000
1398-11-18,2/7/2020,Friday,سکه امامی,49680000
1398-11-19,2/8/2020,Saturday,سکه امامی,50480000
1398-11-20,2/9/2020,Sunday,سکه امامی,50660000
1398-11-21,2/10/2020,Monday,سکه امامی,50880000
1398-11-22,2/11/2020,Tuesday,سکه امامی,50700000
1398-11-23,2/12/2020,Wednesday,سکه امامی,51300000
1398-11-24,2/13/2020,Thursday,سکه امامی,50720000
1398-11-25,2/14/2020,Friday,سکه امامی,50960000
1398-11-26,2/15/2020,Saturday,سکه امامی,52040000
1398-11-27,2/16/2020,Sunday,سکه امامی,51950000
1398-11-28,2/17/2020,Monday,سکه امامی,52210000
1398-11-29,2/18/2020,Tuesday,سکه امامی,52910000
1398-11-30,2/19/2020,Wednesday,سکه امامی,52940000
1398-12-01,2/20/2020,Thursday,سکه امامی,53300000
1398-12-02,2/21/2020,Friday,سکه امامی,55360000
1398-12-03,2/22/2020,Saturday,سکه امامی,58390000
1398-12-04,2/23/2020,Sunday,سکه امامی,58240000
1398-12-05,2/24/2020,Monday,سکه امامی,60210000
1398-12-06,2/25/2020,Tuesday,سکه امامی,60990000
1398-12-07,2/26/2020,Wednesday,سکه امامی,61110000
1398-12-08,2/27/2020,Thursday,سکه امامی,60240000
1398-12-09,2/28/2020,Friday,سکه امامی,56430000
1398-12-10,2/29/2020,Saturday,سکه امامی,56710000
1398-12-11,3/1/2020,Sunday,سکه امامی,60610000
1398-12-12,3/2/2020,Monday,سکه امامی,58600000
1398-12-13,3/3/2020,Tuesday,سکه امامی,59750000
1398-12-14,3/4/2020,Wednesday,سکه امامی,57810000
1398-12-15,3/5/2020,Thursday,سکه امامی,59190000
1398-12-16,3/6/2020,Friday,سکه امامی,59460000
1398-12-17,3/7/2020,Saturday,سکه امامی,59940000
1398-12-18,3/8/2020,Sunday,سکه امامی,61240000
1398-12-19,3/9/2020,Monday,سکه امامی,59610000
1398-12-20,3/10/2020,Tuesday,سکه امامی,59770000
1398-12-21,3/11/2020,Wednesday,سکه امامی,60040000
1398-12-22,3/12/2020,Thursday,سکه امامی,60010000
1398-12-23,3/13/2020,Friday,سکه امامی,59540000
1398-12-24,3/14/2020,Saturday,سکه امامی,59210000
1398-12-25,3/15/2020,Sunday,سکه امامی,59540000
1398-12-26,3/16/2020,Monday,سکه امامی,59960000
1398-12-27,3/17/2020,Tuesday,سکه امامی,60460000
1398-12-28,3/18/2020,Wednesday,سکه امامی,60280000
1399-01-05,3/24/2020,Tuesday,سکه امامی,61580000
1399-01-06,3/25/2020,Wednesday,سکه امامی,61300000
1399-01-07,3/26/2020,Thursday,سکه امامی,61380000
1399-01-08,3/27/2020,Friday,سکه امامی,61870000
1399-01-09,3/28/2020,Saturday,سکه امامی,62330000
1399-01-10,3/29/2020,Sunday,سکه امامی,64450000
1399-01-11,3/30/2020,Monday,سکه امامی,64700000
1399-01-12,3/31/2020,Tuesday,سکه امامی,64630000
1399-01-13,4/1/2020,Wednesday,سکه امامی,63250000
1399-01-14,4/2/2020,Thursday,سکه امامی,63900000
1399-01-15,4/3/2020,Friday,سکه امامی,64470000
1399-01-16,4/4/2020,Saturday,سکه امامی,65250000
1399-01-17,4/5/2020,Sunday,سکه امامی,65150000
1399-01-18,4/6/2020,Monday,سکه امامی,65150000
1399-01-19,4/7/2020,Tuesday,سکه امامی,64300000
1399-01-20,4/8/2020,Wednesday,سکه امامی,63850000
1399-01-22,4/10/2020,Friday,سکه امامی,63650000
1399-01-23,4/11/2020,Saturday,سکه امامی,65630000
1399-01-24,4/12/2020,Sunday,سکه امامی,65380000
1399-01-25,4/13/2020,Monday,سکه امامی,65210000
1399-01-26,4/14/2020,Tuesday,سکه امامی,65030000
1399-01-27,4/15/2020,Wednesday,سکه امامی,64150000
1399-01-28,4/16/2020,Thursday,سکه امامی,63900000
1399-01-29,4/17/2020,Friday,سکه امامی,63850000
1399-01-30,4/18/2020,Saturday,سکه امامی,62000000
1399-01-31,4/19/2020,Sunday,سکه امامی,61680000
1399-02-01,4/20/2020,Monday,سکه امامی,62630000
1399-02-02,4/21/2020,Tuesday,سکه امامی,63200000
1399-02-03,4/22/2020,Wednesday,سکه امامی,65300000
1399-02-04,4/23/2020,Thursday,سکه امامی,64950000
1399-02-05,4/24/2020,Friday,سکه امامی,64380000
1399-02-06,4/25/2020,Saturday,سکه امامی,65340000
1399-02-07,4/26/2020,Sunday,سکه امامی,64140000
1399-02-08,4/27/2020,Monday,سکه امامی,64630000
1399-02-09,4/28/2020,Tuesday,سکه امامی,64910000
1399-02-10,4/29/2020,Wednesday,سکه امامی,64820000
1399-02-11,4/30/2020,Thursday,سکه امامی,64740000
1399-02-12,5/1/2020,Friday,سکه امامی,64310000
1399-02-13,5/2/2020,Saturday,سکه امامی,63980000
1399-02-14,5/3/2020,Sunday,سکه امامی,64790000
1399-02-15,5/4/2020,Monday,سکه امامی,65030000
1399-02-16,5/5/2020,Tuesday,سکه امامی,65730000
1399-02-17,5/6/2020,Wednesday,سکه امامی,66230000
1399-02-18,5/7/2020,Thursday,سکه امامی,66730000
1399-02-19,5/8/2020,Friday,سکه امامی,67080000
1399-02-20,5/9/2020,Saturday,سکه امامی,69060000
1399-02-21,5/10/2020,Sunday,سکه امامی,69210000
1399-02-22,5/11/2020,Monday,سکه امامی,70310000
1399-02-23,5/12/2020,Tuesday,سکه امامی,71210000
1399-02-24,5/13/2020,Wednesday,سکه امامی,69540000
1399-02-25,5/14/2020,Thursday,سکه امامی,69060000
1399-02-26,5/15/2020,Friday,سکه امامی,71030000
1399-02-27,5/16/2020,Saturday,سکه امامی,73170000
1399-02-28,5/17/2020,Sunday,سکه امامی,74280000
1399-02-29,5/18/2020,Monday,سکه امامی,72300000
1399-02-30,5/19/2020,Tuesday,سکه امامی,74360000
1399-02-31,5/20/2020,Wednesday,سکه امامی,74480000
1399-03-01,5/21/2020,Thursday,سکه امامی,74260000
1399-03-02,5/22/2020,Friday,سکه امامی,74280000
1399-03-03,5/23/2020,Saturday,سکه امامی,74280000
1399-03-05,5/25/2020,Monday,سکه امامی,75100000
1399-03-06,5/26/2020,Tuesday,سکه امامی,73620000
1399-03-07,5/27/2020,Wednesday,سکه امامی,73080000
1399-03-08,5/28/2020,Thursday,سکه امامی,73700000
1399-03-09,5/29/2020,Friday,سکه امامی,73680000
1399-03-10,5/30/2020,Saturday,سکه امامی,73570000
1399-03-11,5/31/2020,Sunday,سکه امامی,74230000
1399-03-12,6/1/2020,Monday,سکه امامی,74300000
1399-03-16,6/5/2020,Friday,سکه امامی,73050000
1399-03-17,6/6/2020,Saturday,سکه امامی,73270000
1399-03-18,6/7/2020,Sunday,سکه امامی,73030000
1399-03-19,6/8/2020,Monday,سکه امامی,73440000
1399-03-20,6/9/2020,Tuesday,سکه امامی,74170000
1399-03-21,6/10/2020,Wednesday,سکه امامی,75810000
1399-03-22,6/11/2020,Thursday,سکه امامی,76180000
1399-03-23,6/12/2020,Friday,سکه امامی,75850000
1399-03-24,6/13/2020,Saturday,سکه امامی,75450000
1399-03-25,6/14/2020,Sunday,سکه امامی,76550000
1399-03-26,6/15/2020,Monday,سکه امامی,76830000
1399-03-27,6/16/2020,Tuesday,سکه امامی,76810000
1399-03-28,6/17/2020,Wednesday,سکه امامی,77750000
1399-03-29,6/18/2020,Thursday,سکه امامی,77800000
1399-03-30,6/19/2020,Friday,سکه امامی,78750000
1399-03-31,6/20/2020,Saturday,سکه امامی,79370000
1399-04-01,6/21/2020,Sunday,سکه امامی,81500000
1399-04-02,6/22/2020,Monday,سکه امامی,84380000
1399-04-03,6/23/2020,Tuesday,سکه امامی,84800000
1399-04-04,6/24/2020,Wednesday,سکه امامی,82780000
1399-04-05,6/25/2020,Thursday,سکه امامی,82180000
1399-04-06,6/26/2020,Friday,سکه امامی,83300000
1399-04-07,6/27/2020,Saturday,سکه امامی,88000000
1399-04-08,6/28/2020,Sunday,سکه امامی,88330000
1399-04-09,6/29/2020,Monday,سکه امامی,89000000
1399-04-10,6/30/2020,Tuesday,سکه امامی,88950000
1399-04-11,7/1/2020,Wednesday,سکه امامی,90850000
1399-04-13,7/3/2020,Friday,سکه امامی,96680000
1399-04-14,7/4/2020,Saturday,سکه امامی,102580000
1399-04-15,7/5/2020,Sunday,سکه امامی,103450000
1399-04-16,7/6/2020,Monday,سکه امامی,97480000
1399-04-17,7/7/2020,Tuesday,سکه امامی,105600000
