J-Date,Date,Weekday,Symbol,Close
1399-08-10,10/31/2020,Saturday,سکه امامی,130980000
1399-08-11,11/1/2020,Sunday,سکه امامی,146410000
1399-08-12,11/2/2020,Monday,سکه امامی,146410000
1399-08-13,11/3/2020,Tuesday,سکه امامی,150410000
1399-08-14,11/4/2020,Wednesday,سکه امامی,129020000
1399-08-16,11/6/2020,Friday,سکه امامی,121720000
1399-08-17,11/7/2020,Saturday,سکه امامی,125720000
1399-08-18,11/8/2020,Sunday,سکه امامی,134090000
1399-08-19,11/9/2020,Monday,سکه امامی,132510000
1399-08-20,11/10/2020,Tuesday,سکه امامی,130410000
1399-08-21,11/11/2020,Wednesday,سکه امامی,129220000
1399-08-22,11/12/2020,Thursday,سکه امامی,129220000
1399-08-23,11/13/2020,Friday,سکه امامی,126280000
1399-08-24,11/14/2020,Saturday,سکه امامی,119710000
1399-08-25,11/15/2020,Sunday,سکه امامی,122380000
1399-08-26,11/16/2020,Monday,سکه امامی,119780000
1399-08-27,11/17/2020,Tuesday,سکه امامی,117380000
1399-08-28,11/18/2020,Wednesday,سکه امامی,117510000
1399-08-29,11/19/2020,Thursday,سکه امامی,117510000
1399-08-30,11/20/2020,Friday,سکه امامی,120990000
1399-09-01,11/21/2020,Saturday,سکه امامی,117980000
1399-09-02,11/22/2020,Sunday,سکه امامی,118990000
1399-09-03,11/23/2020,Monday,سکه امامی,114010000
1399-09-04,11/24/2020,Tuesday,سکه امامی,110020000
1399-09-05,11/25/2020,Wednesday,سکه امامی,108990000
1399-09-06,11/26/2020,Thursday,سکه امامی,108990000
1399-09-07,11/27/2020,Friday,سکه امامی,107510000
1399-09-08,11/28/2020,Saturday,سکه امامی,109980000
1399-09-09,11/29/2020,Sunday,سکه امامی,112020000
1399-09-10,11/30/2020,Monday,سکه امامی,119980000
1399-09-11,12/1/2020,Tuesday,سکه امامی,120020000
1399-09-12,12/2/2020,Wednesday,سکه امامی,121990000
1399-09-14,12/4/2020,Friday,سکه امامی,119080000
1399-09-15,12/5/2020,Saturday,سکه امامی,122790000
1399-09-16,12/6/2020,Sunday,سکه امامی,121420000
1399-09-17,12/7/2020,Monday,سکه امامی,125580000
1399-09-18,12/8/2020,Tuesday,سکه امامی,127090000
1399-09-19,12/9/2020,Wednesday,سکه امامی,124220000
1399-09-20,12/10/2020,Thursday,سکه امامی,124220000
1399-09-21,12/11/2020,Friday,سکه امامی,122010000
1399-09-22,12/12/2020,Saturday,سکه امامی,120690000
1399-09-23,12/13/2020,Sunday,سکه امامی,120480000
1399-09-24,12/14/2020,Monday,سکه امامی,122180000
1399-09-25,12/15/2020,Tuesday,سکه امامی,119610000
1399-09-26,12/16/2020,Wednesday,سکه امامی,119520000
1399-09-27,12/17/2020,Thursday,سکه امامی,119520000
1399-09-28,12/18/2020,Friday,سکه امامی,118020000
1399-09-29,12/19/2020,Saturday,سکه امامی,119380000
1399-09-30,12/20/2020,Sunday,سکه امامی,118230000
1399-10-01,12/21/2020,Monday,سکه امامی,117980000
1399-10-02,12/22/2020,Tuesday,سکه امامی,120710000
1399-10-03,12/23/2020,Wednesday,سکه امامی,119990000
1399-10-04,12/24/2020,Thursday,سکه امامی,119990000
1399-10-05,12/25/2020,Friday,سکه امامی,118760000
1399-10-06,12/26/2020,Saturday,سکه امامی,118980000
1399-10-07,12/27/2020,Sunday,سکه امامی,117770000
1399-10-08,12/28/2020,Monday,سکه امامی,117110000
1399-10-09,12/29/2020,Tuesday,سکه امامی,117470000
1399-10-10,12/30/2020,Wednesday,سکه امامی,117570000
1399-10-12,1/1/2021,Friday,سکه امامی,116780000
1399-10-13,1/2/2021,Saturday,سکه امامی,118480000
1399-10-14,1/3/2021,Sunday,سکه امامی,120240000
1399-10-15,1/4/2021,Monday,سکه امامی,122640000
1399-10-16,1/5/2021,Tuesday,سکه امامی,121120000
1399-10-17,1/6/2021,Wednesday,سکه امامی,118130000
1399-10-18,1/7/2021,Thursday,سکه امامی,118130000
1399-10-19,1/8/2021,Friday,سکه امامی,110720000
1399-10-20,1/9/2021,Saturday,سکه امامی,111890000
1399-10-21,1/10/2021,Sunday,سکه امامی,110010000
1399-10-22,1/11/2021,Monday,سکه امامی,112120000
1399-10-23,1/12/2021,Tuesday,سکه امامی,108810000
1399-10-24,1/13/2021,Wednesday,سکه امامی,106380000
1399-10-25,1/14/2021,Thursday,سکه امامی,106380000
1399-10-26,1/15/2021,Friday,سکه امامی,102680000
1399-10-27,1/16/2021,Saturday,سکه امامی,102680000
1399-10-28,1/17/2021,Sunday,سکه امامی,98330000
1399-10-29,1/18/2021,Monday,سکه امامی,101880000
1399-10-30,1/19/2021,Tuesday,سکه امامی,102880000
1399-11-01,1/20/2021,Wednesday,سکه امامی,104380000
1399-11-02,1/21/2021,Thursday,سکه امامی,104380000
1399-11-03,1/22/2021,Friday,سکه امامی,104060000
1399-11-04,1/23/2021,Saturday,سکه امامی,106720000
1399-11-05,1/24/2021,Sunday,سکه امامی,107360000
1399-11-06,1/25/2021,Monday,سکه امامی,103910000
1399-11-07,1/26/2021,Tuesday,سکه امامی,105920000
1399-11-08,1/27/2021,Wednesday,سکه امامی,106140000
1399-11-09,1/28/2021,Thursday,سکه امامی,106140000
1399-11-10,1/29/2021,Friday,سکه امامی,108980000
1399-11-11,1/30/2021,Saturday,سکه امامی,110670000
1399-11-12,1/31/2021,Sunday,سکه امامی,109490000
1399-11-13,2/1/2021,Monday,سکه امامی,109860000
1399-11-14,2/2/2021,Tuesday,سکه امامی,107260000
1399-11-15,2/3/2021,Wednesday,سکه امامی,105980000
1399-11-16,2/4/2021,Thursday,سکه امامی,105980000
1399-11-17,2/5/2021,Friday,سکه امامی,108120000
1399-11-18,2/6/2021,Saturday,سکه امامی,109910000
1399-11-19,2/7/2021,Sunday,سکه امامی,114310000
1399-11-20,2/8/2021,Monday,سکه امامی,116110000
1399-11-21,2/9/2021,Tuesday,سکه امامی,116110000
1399-11-22,2/10/2021,Wednesday,سکه امامی,118510000
1399-11-23,2/11/2021,Thursday,سکه امامی,118510000
1399-11-24,2/12/2021,Friday,سکه امامی,121020000
1399-11-25,2/13/2021,Saturday,سکه امامی,120310000
1399-11-26,2/14/2021,Sunday,سکه امامی,117590000
1399-11-27,2/15/2021,Monday,سکه امامی,119020000
1399-11-28,2/16/2021,Tuesday,سکه امامی,117540000
1399-11-29,2/17/2021,Wednesday,سکه امامی,118680000
1399-11-30,2/18/2021,Thursday,سکه امامی,118680000
1399-12-01,2/19/2021,Friday,سکه امامی,115180000
1399-12-02,2/20/2021,Saturday,سکه امامی,111580000
1399-12-03,2/21/2021,Sunday,سکه امامی,109510000
1399-12-04,2/22/2021,Monday,سکه امامی,111970000
1399-12-05,2/23/2021,Tuesday,سکه امامی,113110000
1399-12-06,2/24/2021,Wednesday,سکه امامی,113110000
1399-12-08,2/26/2021,Friday,سکه امامی,111330000
1399-12-09,2/27/2021,Saturday,سکه امامی,109980000
1399-12-10,2/28/2021,Sunday,سکه امامی,111810000
1399-12-11,3/1/2021,Monday,سکه امامی,108590000
1399-12-12,3/2/2021,Tuesday,سکه امامی,109360000
1399-12-13,3/3/2021,Wednesday,سکه امامی,108120000
1399-12-14,3/4/2021,Thursday,سکه امامی,108120000
1399-12-15,3/5/2021,Friday,سکه امامی,103760000
1399-12-16,3/6/2021,Saturday,سکه امامی,104670000
1399-12-17,3/7/2021,Sunday,سکه امامی,105430000
1399-12-18,3/8/2021,Monday,سکه امامی,103990000
1399-12-19,3/9/2021,Tuesday,سکه امامی,105160000
1399-12-20,3/10/2021,Wednesday,سکه امامی,105160000
1399-12-22,3/12/2021,Friday,سکه امامی,108190000
1399-12-23,3/13/2021,Saturday,سکه امامی,106900000
1399-12-24,3/14/2021,Sunday,سکه امامی,107600000
1399-12-25,3/15/2021,Monday,سکه امامی,107600000
1399-12-29,3/19/2021,Friday,سکه امامی,112400000
1399-12-29,3/19/2021,Friday,سکه امامی,112400000
1400-01-06,3/26/2021,Friday,سکه امامی,112220000
1400-01-07,3/27/2021,Saturday,سکه امامی,112880000
1400-01-08,3/28/2021,Sunday,سکه امامی,112880000
1400-01-09,3/29/2021,Monday,سکه امامی,112140000
1400-01-10,3/30/2021,Tuesday,سکه امامی,111480000
1400-01-11,3/31/2021,Wednesday,سکه امامی,111480000
1400-01-13,4/2/2021,Friday,سکه امامی,107020000
1400-01-14,4/3/2021,Saturday,سکه امامی,106620000
1400-01-15,4/4/2021,Sunday,سکه امامی,107390000
1400-01-16,4/5/2021,Monday,سکه امامی,107490000
1400-01-17,4/6/2021,Tuesday,سکه امامی,107490000
1400-01-18,4/7/2021,Wednesday,سکه امامی,105620000
1400-01-19,4/8/2021,Thursday,سکه امامی,105620000
1400-01-20,4/9/2021,Friday,سکه امامی,104580000
1400-01-21,4/10/2021,Saturday,سکه امامی,104160000
1400-01-22,4/11/2021,Sunday,سکه امامی,104990000
1400-01-23,4/12/2021,Monday,سکه امامی,105000000
1400-01-24,4/13/2021,Tuesday,سکه امامی,105820000
1400-01-25,4/14/2021,Wednesday,سکه امامی,105280000
1400-01-26,4/15/2021,Thursday,سکه امامی,105280000
1400-01-27,4/16/2021,Friday,سکه امامی,106080000
1400-01-28,4/17/2021,Saturday,سکه امامی,104020000
1400-01-29,4/18/2021,Sunday,سکه امامی,102960000
1400-01-30,4/19/2021,Monday,سکه امامی,100690000
1400-01-31,4/20/2021,Tuesday,سکه امامی,101880000
1400-02-01,4/21/2021,Wednesday,سکه امامی,100760000
1400-02-02,4/22/2021,Thursday,سکه امامی,100760000
1400-02-03,4/23/2021,Friday,سکه امامی,100040000
1400-02-04,4/24/2021,Saturday,سکه امامی,101670000
1400-02-05,4/25/2021,Sunday,سکه امامی,99880000
1400-02-06,4/26/2021,Monday,سکه امامی,100440000
1400-02-07,4/27/2021,Tuesday,سکه امامی,100140000
1400-02-08,4/28/2021,Wednesday,سکه امامی,99470000
1400-02-09,4/29/2021,Thursday,سکه امامی,99470000
1400-02-10,4/30/2021,Friday,سکه امامی,97810000
1400-02-11,5/1/2021,Saturday,سکه امامی,95790000
1400-02-12,5/2/2021,Sunday,سکه امامی,95640000
1400-02-13,5/3/2021,Monday,سکه امامی,95640000
1400-02-14,5/4/2021,Tuesday,سکه امامی,92920000
1400-02-15,5/5/2021,Wednesday,سکه امامی,94930000
1400-02-16,5/6/2021,Thursday,سکه امامی,94930000
1400-02-17,5/7/2021,Friday,سکه امامی,95440000
1400-02-18,5/8/2021,Saturday,سکه امامی,95510000
1400-02-19,5/9/2021,Sunday,سکه امامی,98490000
1400-02-21,5/11/2021,Tuesday,سکه امامی,99740000
1400-02-22,5/12/2021,Wednesday,سکه امامی,100540000
1400-02-23,5/13/2021,Thursday,سکه امامی,99200000
1400-02-23,5/13/2021,Thursday,سکه امامی,99200000
1400-02-25,5/15/2021,Saturday,سکه امامی,102280000
1400-02-25,5/15/2021,Saturday,سکه امامی,103020000
1400-02-26,5/16/2021,Sunday,سکه امامی,100740000
1400-02-27,5/17/2021,Monday,سکه امامی,103040000
1400-02-28,5/18/2021,Tuesday,سکه امامی,98840000
1400-02-29,5/19/2021,Wednesday,سکه امامی,101040000
1400-02-30,5/20/2021,Thursday,سکه امامی,101040000
1400-02-31,5/21/2021,Friday,سکه امامی,99890000
1400-03-01,5/22/2021,Saturday,سکه امامی,100790000
1400-03-02,5/23/2021,Sunday,سکه امامی,101660000
1400-03-03,5/24/2021,Monday,سکه امامی,101090000
1400-03-04,5/25/2021,Tuesday,سکه امامی,103470000
1400-03-05,5/26/2021,Wednesday,سکه امامی,103170000
1400-03-06,5/27/2021,Thursday,سکه امامی,103170000
1400-03-08,5/29/2021,Saturday,سکه امامی,106970000
1400-03-08,5/29/2021,Saturday,سکه امامی,106970000
1400-03-08,5/29/2021,Saturday,سکه امامی,106970000
1400-03-09,5/30/2021,Sunday,سکه امامی,107480000
1400-03-10,5/31/2021,Monday,سکه امامی,106390000
1400-03-11,6/1/2021,Tuesday,سکه امامی,107920000
1400-03-11,6/1/2021,Tuesday,سکه امامی,108230000
1400-03-12,6/2/2021,Wednesday,سکه امامی,107480000
1400-03-13,6/3/2021,Thursday,سکه امامی,107480000
1400-03-16,6/6/2021,Sunday,سکه امامی,109010000
1400-03-17,6/7/2021,Monday,سکه امامی,106860000
1400-03-18,6/8/2021,Tuesday,سکه امامی,107830000
1400-03-19,6/9/2021,Wednesday,سکه امامی,106770000
1400-03-20,6/10/2021,Thursday,سکه امامی,106770000
1400-03-21,6/11/2021,Friday,سکه امامی,104820000
1400-03-22,6/12/2021,Saturday,سکه امامی,106560000
1400-03-23,6/13/2021,Sunday,سکه امامی,106010000
1400-03-24,6/14/2021,Monday,سکه امامی,106910000
1400-03-25,6/15/2021,Tuesday,سکه امامی,107740000
1400-03-26,6/16/2021,Wednesday,سکه امامی,108030000
1400-03-27,6/17/2021,Thursday,سکه امامی,108030000
1400-03-28,6/18/2021,Friday,سکه امامی,103090000
1400-03-29,6/19/2021,Saturday,سکه امامی,102110000
1400-03-30,6/20/2021,Sunday,سکه امامی,103230000
1400-03-31,6/21/2021,Monday,سکه امامی,104190000
1400-04-01,6/22/2021,Tuesday,سکه امامی,103770000
1400-04-02,6/23/2021,Wednesday,سکه امامی,102830000
1400-04-03,6/24/2021,Thursday,سکه امامی,102830000
1400-04-04,6/25/2021,Friday,سکه امامی,105480000
1400-04-05,6/26/2021,Saturday,سکه امامی,105230000
1400-04-06,6/27/2021,Sunday,سکه امامی,107140000
1400-04-07,6/28/2021,Monday,سکه امامی,107910000
1400-04-08,6/29/2021,Tuesday,سکه امامی,108270000
1400-04-09,6/30/2021,Wednesday,سکه امامی,107940000
1400-04-10,7/1/2021,Thursday,سکه امامی,107940000
1400-04-11,7/2/2021,Friday,سکه امامی,107510000
1400-04-12,7/3/2021,Saturday,سکه امامی,107470000
1400-04-13,7/4/2021,Sunday,سکه امامی,105810000
1400-04-14,7/5/2021,Monday,سکه امامی,107220000
1400-04-15,7/6/2021,Tuesday,سکه امامی,106630000
1400-04-16,7/7/2021,Wednesday,سکه امامی,107110000
1400-04-18,7/9/2021,Friday,سکه امامی,106680000
1400-04-19,7/10/2021,Saturday,سکه امامی,107030000
1400-04-20,7/11/2021,Sunday,سکه امامی,106820000
1400-04-21,7/12/2021,Monday,سکه امامی,106040000
1400-04-22,7/13/2021,Tuesday,سکه امامی,104810000
1400-04-23,7/14/2021,Wednesday,سکه امامی,105980000
1400-04-24,7/15/2021,Thursday,سکه امامی,105980000
1400-04-25,7/16/2021,Friday,سکه امامی,105420000
1400-04-26,7/17/2021,Saturday,سکه امامی,105130000
1400-04-27,7/18/2021,Sunday,سکه امامی,105060000
1400-04-28,7/19/2021,Monday,سکه امامی,105960000
1400-04-29,7/20/2021,Tuesday,سکه امامی,105960000
1400-04-30,7/21/2021,Wednesday,سکه امامی,105980000
1400-04-31,7/22/2021,Thursday,سکه امامی,105980000
1400-05-01,7/23/2021,Friday,سکه امامی,105990000
1400-05-02,7/24/2021,Saturday,سکه امامی,107060000
1400-05-03,7/25/2021,Sunday,سکه امامی,108920000
1400-05-04,7/26/2021,Monday,سکه امامی,109460000
1400-05-05,7/27/2021,Tuesday,سکه امامی,111580000
1400-05-06,7/28/2021,Wednesday,سکه امامی,111580000
1400-05-08,7/30/2021,Friday,سکه امامی,115180000
1400-05-09,7/31/2021,Saturday,سکه امامی,112390000
1400-05-10,8/1/2021,Sunday,سکه امامی,112110000
1400-05-11,8/2/2021,Monday,سکه امامی,113830000
1400-05-12,8/3/2021,Tuesday,سکه امامی,112660000
1400-05-13,8/4/2021,Wednesday,سکه امامی,113380000
1400-05-14,8/5/2021,Thursday,سکه امامی,113380000
1400-05-15,8/6/2021,Friday,سکه امامی,111440000
1400-05-16,8/7/2021,Saturday,سکه امامی,112430000
1400-05-17,8/8/2021,Sunday,سکه امامی,112570000
1400-05-18,8/9/2021,Monday,سکه امامی,112790000
1400-05-19,8/10/2021,Tuesday,سکه امامی,115290000
1400-05-20,8/11/2021,Wednesday,سکه امامی,115620000
1400-05-21,8/12/2021,Thursday,سکه امامی,115620000
1400-05-22,8/13/2021,Friday,سکه امامی,117280000
1400-05-23,8/14/2021,Saturday,سکه امامی,118160000
1400-05-24,8/15/2021,Sunday,سکه امامی,118160000
1400-05-25,8/16/2021,Monday,سکه امامی,118170000
1400-05-26,8/17/2021,Tuesday,سکه امامی,118170000
1400-05-29,8/20/2021,Friday,سکه امامی,118140000
1400-05-30,8/21/2021,Saturday,سکه امامی,121120000
1400-05-31,8/22/2021,Sunday,سکه امامی,121310000
1400-06-01,8/23/2021,Monday,سکه امامی,121240000
1400-06-02,8/24/2021,Tuesday,سکه امامی,121620000
1400-06-03,8/25/2021,Wednesday,سکه امامی,119560000
1400-06-04,8/26/2021,Thursday,سکه امامی,119560000
1400-06-05,8/27/2021,Friday,سکه امامی,122110000
1400-06-06,8/28/2021,Saturday,سکه امامی,119890000
1400-06-07,8/29/2021,Sunday,سکه امامی,118620000
1400-06-08,8/30/2021,Monday,سکه امامی,119680000
1400-06-09,8/31/2021,Tuesday,سکه امامی,119010000
1400-06-10,9/1/2021,Wednesday,سکه امامی,119790000
1400-06-11,9/2/2021,Thursday,سکه امامی,119790000
1400-06-12,9/3/2021,Friday,سکه امامی,119820000
1400-06-13,9/4/2021,Saturday,سکه امامی,120980000
1400-06-14,9/5/2021,Sunday,سکه امامی,120030000
1400-06-15,9/6/2021,Monday,سکه امامی,121140000
1400-06-16,9/7/2021,Tuesday,سکه امامی,121740000
1400-06-17,9/8/2021,Wednesday,سکه امامی,122040000
1400-06-18,9/9/2021,Thursday,سکه امامی,122040000
1400-06-19,9/10/2021,Friday,سکه امامی,121470000
1400-06-20,9/11/2021,Saturday,سکه امامی,120840000
1400-06-21,9/12/2021,Sunday,سکه امامی,118920000
1400-06-22,9/13/2021,Monday,سکه امامی,119980000
1400-06-23,9/14/2021,Tuesday,سکه امامی,119330000
1400-06-24,9/15/2021,Wednesday,سکه امامی,118060000
1400-06-25,9/16/2021,Thursday,سکه امامی,118060000
1400-06-26,9/17/2021,Friday,سکه امامی,118260000
1400-06-27,9/18/2021,Saturday,سکه امامی,118220000
1400-06-28,9/19/2021,Sunday,سکه امامی,118630000
1400-06-29,9/20/2021,Monday,سکه امامی,118660000
1400-06-30,9/21/2021,Tuesday,سکه امامی,118660000
1400-06-31,9/22/2021,Wednesday,سکه امامی,118200000
1400-07-01,9/23/2021,Thursday,سکه امامی,118640000
1400-07-01,9/23/2021,Thursday,سکه امامی,118640000
1400-07-03,9/25/2021,Saturday,سکه امامی,118640000
1400-07-03,9/25/2021,Saturday,سکه امامی,118640000
1400-07-06,9/28/2021,Tuesday,سکه امامی,118890000
1400-07-07,9/29/2021,Wednesday,سکه امامی,118670000
1400-07-08,9/30/2021,Thursday,سکه امامی,118640000
1400-07-08,9/30/2021,Thursday,سکه امامی,118640000
1400-07-09,10/1/2021,Friday,سکه امامی,118820000
1400-07-10,10/2/2021,Saturday,سکه امامی,118660000
1400-07-11,10/3/2021,Sunday,سکه امامی,118890000
1400-07-11,10/3/2021,Sunday,سکه امامی,118890000
1400-07-12,10/4/2021,Monday,سکه امامی,118890000
1400-07-13,10/5/2021,Tuesday,سکه امامی,119570000
1400-07-14,10/6/2021,Wednesday,سکه امامی,117570000
1400-07-17,10/9/2021,Saturday,سکه امامی,116690000
1400-07-17,10/9/2021,Saturday,سکه امامی,117520000
1400-07-19,10/11/2021,Monday,سکه امامی,117120000
1400-07-19,10/11/2021,Monday,سکه امامی,116780000
1400-07-20,10/12/2021,Tuesday,سکه امامی,117340000
1400-07-21,10/13/2021,Wednesday,سکه امامی,117160000
1400-07-22,10/14/2021,Thursday,سکه امامی,117160000
1400-07-23,10/15/2021,Friday,سکه امامی,118060000
1400-07-24,10/16/2021,Saturday,سکه امامی,116710000
1400-07-25,10/17/2021,Sunday,سکه امامی,115510000
1400-07-26,10/18/2021,Monday,سکه امامی,117140000
1400-07-27,10/19/2021,Tuesday,سکه امامی,116940000
1400-07-28,10/20/2021,Wednesday,سکه امامی,117690000
1400-07-29,10/21/2021,Thursday,سکه امامی,117690000
1400-07-30,10/22/2021,Friday,سکه امامی,118790000
1400-08-01,10/23/2021,Saturday,سکه امامی,118790000
1400-08-02,10/24/2021,Sunday,سکه امامی,118570000
1400-08-03,10/25/2021,Monday,سکه امامی,118260000
1400-08-04,10/26/2021,Tuesday,سکه امامی,119110000
1400-08-05,10/27/2021,Wednesday,سکه امامی,118620000
1400-08-06,10/28/2021,Thursday,سکه امامی,118620000
1400-08-07,10/29/2021,Friday,سکه امامی,118750000
1400-08-08,10/30/2021,Saturday,سکه امامی,117810000
1400-08-09,10/31/2021,Sunday,سکه امامی,117970000
1400-08-10,11/1/2021,Monday,سکه امامی,117700000
1400-08-11,11/2/2021,Tuesday,سکه امامی,118310000
1400-08-12,11/3/2021,Wednesday,سکه امامی,118210000
1400-08-13,11/4/2021,Thursday,سکه امامی,118210000
1400-08-14,11/5/2021,Friday,سکه امامی,120160000
1400-08-15,11/6/2021,Saturday,سکه امامی,121310000
1400-08-16,11/7/2021,Sunday,سکه امامی,121930000
1400-08-17,11/8/2021,Monday,سکه امامی,122150000
1400-08-18,11/9/2021,Tuesday,سکه امامی,122740000
1400-08-19,11/10/2021,Wednesday,سکه امامی,125390000
1400-08-20,11/11/2021,Thursday,سکه امامی,125390000
1400-08-21,11/12/2021,Friday,سکه امامی,126770000
1400-08-22,11/13/2021,Saturday,سکه امامی,125870000
1400-08-23,11/14/2021,Sunday,سکه امامی,125480000
1400-08-24,11/15/2021,Monday,سکه امامی,125670000
1400-08-25,11/16/2021,Tuesday,سکه امامی,125730000
1400-08-26,11/17/2021,Wednesday,سکه امامی,124790000
1400-08-27,11/18/2021,Thursday,سکه امامی,124790000
1400-08-28,11/19/2021,Friday,سکه امامی,124400000
1400-08-29,11/20/2021,Saturday,سکه امامی,124260000
1400-08-30,11/21/2021,Sunday,سکه امامی,125280000
1400-09-01,11/22/2021,Monday,سکه امامی,124310000
1400-09-02,11/23/2021,Tuesday,سکه امامی,126460000
1400-09-03,11/24/2021,Wednesday,سکه امامی,125710000
1400-09-04,11/25/2021,Thursday,سکه امامی,125710000
1400-09-05,11/26/2021,Friday,سکه امامی,125640000
1400-09-06,11/27/2021,Saturday,سکه امامی,125720000
1400-09-07,11/28/2021,Sunday,سکه امامی,127080000
1400-09-08,11/29/2021,Monday,سکه امامی,125560000
1400-09-09,11/30/2021,Tuesday,سکه امامی,126210000
1400-09-10,12/1/2021,Wednesday,سکه امامی,126260000
1400-09-11,12/2/2021,Thursday,سکه امامی,126260000
1400-09-12,12/3/2021,Friday,سکه امامی,130130000
1400-09-13,12/4/2021,Saturday,سکه امامی,130400000
1400-09-14,12/5/2021,Sunday,سکه امامی,132460000
1400-09-15,12/6/2021,Monday,سکه امامی,132660000
1400-09-16,12/7/2021,Tuesday,سکه امامی,131380000
1400-09-17,12/8/2021,Wednesday,سکه امامی,131650000
1400-09-18,12/9/2021,Thursday,سکه امامی,131650000
1400-09-19,12/10/2021,Friday,سکه امامی,131060000
1400-09-20,12/11/2021,Saturday,سکه امامی,130380000
1400-09-21,12/12/2021,Sunday,سکه امامی,129690000
1400-09-22,12/13/2021,Monday,سکه امامی,131450000
1400-09-23,12/14/2021,Tuesday,سکه امامی,132790000
1400-09-24,12/15/2021,Wednesday,سکه امامی,131980000
1400-09-25,12/16/2021,Thursday,سکه امامی,131980000
1400-09-26,12/17/2021,Friday,سکه امامی,131190000
1400-09-27,12/18/2021,Saturday,سکه امامی,130210000
1400-09-28,12/19/2021,Sunday,سکه امامی,130990000
1400-09-29,12/20/2021,Monday,سکه امامی,132360000
1400-09-30,12/21/2021,Tuesday,سکه امامی,132110000
1400-10-01,12/22/2021,Wednesday,سکه امامی,132220000
1400-10-02,12/23/2021,Thursday,سکه امامی,132220000
1400-10-03,12/24/2021,Friday,سکه امامی,130390000
1400-10-04,12/25/2021,Saturday,سکه امامی,130880000
1400-10-05,12/26/2021,Sunday,سکه امامی,130910000
1400-10-06,12/27/2021,Monday,سکه امامی,130240000
1400-10-07,12/28/2021,Tuesday,سکه امامی,130620000
1400-10-08,12/29/2021,Wednesday,سکه امامی,131290000
1400-10-09,12/30/2021,Thursday,سکه امامی,131290000
1400-10-10,12/31/2021,Friday,سکه امامی,130970000
1400-10-11,1/1/2022,Saturday,سکه امامی,130670000
1400-10-12,1/2/2022,Sunday,سکه امامی,130760000
1400-10-13,1/3/2022,Monday,سکه امامی,128890000
1400-10-14,1/4/2022,Tuesday,سکه امامی,128860000
1400-10-15,1/5/2022,Wednesday,سکه امامی,128860000
1400-10-17,1/7/2022,Friday,سکه امامی,125780000
1400-10-18,1/8/2022,Saturday,سکه امامی,121230000
1400-10-19,1/9/2022,Sunday,سکه امامی,121620000
1400-10-20,1/10/2022,Monday,سکه امامی,122760000
1400-10-21,1/11/2022,Tuesday,سکه امامی,122530000
1400-10-22,1/12/2022,Wednesday,سکه امامی,124030000
1400-10-23,1/13/2022,Thursday,سکه امامی,124030000
1400-10-24,1/14/2022,Friday,سکه امامی,121290000
1400-10-25,1/15/2022,Saturday,سکه امامی,121520000
1400-10-26,1/16/2022,Sunday,سکه امامی,121310000
1400-10-27,1/17/2022,Monday,سکه امامی,120640000
1400-10-28,1/18/2022,Tuesday,سکه امامی,122290000
1400-10-29,1/19/2022,Wednesday,سکه امامی,123030000
1400-10-30,1/20/2022,Thursday,سکه امامی,123030000
1400-11-01,1/21/2022,Friday,سکه امامی,122620000
1400-11-02,1/22/2022,Saturday,سکه امامی,123690000
1400-11-03,1/23/2022,Sunday,سکه امامی,123840000
1400-11-04,1/24/2022,Monday,سکه امامی,122920000
1400-11-05,1/25/2022,Tuesday,سکه امامی,123580000
1400-11-06,1/26/2022,Wednesday,سکه امامی,122860000
1400-11-07,1/27/2022,Thursday,سکه امامی,122860000
1400-11-08,1/28/2022,Friday,سکه امامی,122530000
1400-11-09,1/29/2022,Saturday,سکه امامی,122080000
1400-11-10,1/30/2022,Sunday,سکه امامی,121110000
1400-11-11,1/31/2022,Monday,سکه امامی,121530000
1400-11-12,2/1/2022,Tuesday,سکه امامی,121020000
1400-11-13,2/2/2022,Wednesday,سکه امامی,121180000
1400-11-14,2/3/2022,Thursday,سکه امامی,121180000
1400-11-15,2/4/2022,Friday,سکه امامی,117870000
1400-11-16,2/5/2022,Saturday,سکه امامی,119340000
1400-11-17,2/6/2022,Sunday,سکه امامی,118330000
1400-11-18,2/7/2022,Monday,سکه امامی,115810000
1400-11-19,2/8/2022,Tuesday,سکه امامی,116740000
1400-11-20,2/9/2022,Wednesday,سکه امامی,116290000
1400-11-21,2/10/2022,Thursday,سکه امامی,116290000
1400-11-22,2/11/2022,Friday,سکه امامی,119840000
1400-11-23,2/12/2022,Saturday,سکه امامی,121560000
1400-11-24,2/13/2022,Sunday,سکه امامی,121160000
1400-11-26,2/15/2022,Tuesday,سکه امامی,119470000
1400-11-27,2/16/2022,Wednesday,سکه امامی,119480000
1400-11-29,2/18/2022,Friday,سکه امامی,117560000
1400-11-30,2/19/2022,Saturday,سکه امامی,116690000
1400-12-01,2/20/2022,Sunday,سکه امامی,117090000
1400-12-02,2/21/2022,Monday,سکه امامی,118270000
1400-12-03,2/22/2022,Tuesday,سکه امامی,118410000
1400-12-04,2/23/2022,Wednesday,سکه امامی,121690000
1400-12-05,2/24/2022,Thursday,سکه امامی,121690000
1400-12-06,2/25/2022,Friday,سکه امامی,119870000
1400-12-07,2/26/2022,Saturday,سکه امامی,120020000
1400-12-08,2/27/2022,Sunday,سکه امامی,120180000
1400-12-09,2/28/2022,Monday,سکه امامی,120180000
