J-Date,Date,Weekday,Symbol,Close
1394-01-23,4/12/2015,Sunday,سکه امامی,9715000
1394-01-24,4/13/2015,Monday,سکه امامی,9630000
1394-01-25,4/14/2015,Tuesday,سکه امامی,9665000
1394-01-26,4/15/2015,Wednesday,سکه امامی,9690000
1394-01-28,4/17/2015,Friday,سکه امامی,9640000
1394-01-29,4/18/2015,Saturday,سکه امامی,9705000
1394-01-30,4/19/2015,Sunday,سکه امامی,9630000
1394-01-31,4/20/2015,Monday,سکه امامی,9630000
1394-02-01,4/21/2015,Tuesday,سکه امامی,9630000
1394-02-02,4/22/2015,Wednesday,سکه امامی,9560000
1394-02-04,4/24/2015,Friday,سکه امامی,9480000
1394-02-05,4/25/2015,Saturday,سکه امامی,9520000
1394-02-06,4/26/2015,Sunday,سکه امامی,9530000
1394-02-07,4/27/2015,Monday,سکه امامی,9575000
1394-02-08,4/28/2015,Tuesday,سکه امامی,9570000
1394-02-09,4/29/2015,Wednesday,سکه امامی,9580000
1394-02-11,5/1/2015,Friday,سکه امامی,9530000
1394-02-12,5/2/2015,Saturday,سکه امامی,9480000
1394-02-13,5/3/2015,Sunday,سکه امامی,9465000
1394-02-14,5/4/2015,Monday,سکه امامی,9445000
1394-02-15,5/5/2015,Tuesday,سکه امامی,9460000
1394-02-16,5/6/2015,Wednesday,سکه امامی,9420000
1394-02-18,5/8/2015,Friday,سکه امامی,9400000
1394-02-19,5/9/2015,Saturday,سکه امامی,9375000
1394-02-20,5/10/2015,Sunday,سکه امامی,9345000
1394-02-21,5/11/2015,Monday,سکه امامی,9340000
1394-02-22,5/12/2015,Tuesday,سکه امامی,9440000
1394-02-23,5/13/2015,Wednesday,سکه امامی,9490000
1394-02-25,5/15/2015,Friday,سکه امامی,9490000
1394-02-26,5/16/2015,Saturday,سکه امامی,9500000
1394-02-27,5/17/2015,Sunday,سکه امامی,9480000
1394-02-28,5/18/2015,Monday,سکه امامی,9410000
1394-02-29,5/19/2015,Tuesday,سکه امامی,9410000
1394-02-30,5/20/2015,Wednesday,سکه امامی,9375000
1394-03-01,5/22/2015,Friday,سکه امامی,9330000
1394-03-02,5/23/2015,Saturday,سکه امامی,9345000
1394-03-03,5/24/2015,Sunday,سکه امامی,9330000
1394-03-04,5/25/2015,Monday,سکه امامی,9305000
1394-03-05,5/26/2015,Tuesday,سکه امامی,9280000
1394-03-06,5/27/2015,Wednesday,سکه امامی,9320000
1394-03-08,5/29/2015,Friday,سکه امامی,9315000
1394-03-09,5/30/2015,Saturday,سکه امامی,9325000
1394-03-10,5/31/2015,Sunday,سکه امامی,9315000
1394-03-11,6/1/2015,Monday,سکه امامی,9310000
1394-03-15,6/5/2015,Friday,سکه امامی,9185000
1394-03-16,6/6/2015,Saturday,سکه امامی,9160000
1394-03-17,6/7/2015,Sunday,سکه امامی,9160000
1394-03-18,6/8/2015,Monday,سکه امامی,9185000
1394-03-19,6/9/2015,Tuesday,سکه امامی,9230000
1394-03-20,6/10/2015,Wednesday,سکه امامی,9185000
1394-03-22,6/12/2015,Friday,سکه امامی,9100000
1394-03-23,6/13/2015,Saturday,سکه امامی,9070000
1394-03-24,6/14/2015,Sunday,سکه امامی,9050000
1394-03-25,6/15/2015,Monday,سکه امامی,9070000
1394-03-26,6/16/2015,Tuesday,سکه امامی,9030000
1394-03-27,6/17/2015,Wednesday,سکه امامی,9090000
1394-03-29,6/19/2015,Friday,سکه امامی,9160000
1394-03-30,6/20/2015,Saturday,سکه امامی,9105000
1394-03-31,6/21/2015,Sunday,سکه امامی,9070000
1394-04-01,6/22/2015,Monday,سکه امامی,9035000
1394-04-02,6/23/2015,Tuesday,سکه امامی,9085000
1394-04-03,6/24/2015,Wednesday,سکه امامی,9090000
1394-04-05,6/26/2015,Friday,سکه امامی,9090000
1394-04-06,6/27/2015,Saturday,سکه امامی,9120000
1394-04-07,6/28/2015,Sunday,سکه امامی,9080000
1394-04-08,6/29/2015,Monday,سکه امامی,9050000
1394-04-09,6/30/2015,Tuesday,سکه امامی,9021000
1394-04-10,7/1/2015,Wednesday,سکه امامی,8970000
1394-04-12,7/3/2015,Friday,سکه امامی,8935000
1394-04-13,7/4/2015,Saturday,سکه امامی,8870000
1394-04-14,7/5/2015,Sunday,سکه امامی,8750000
1394-04-15,7/6/2015,Monday,سکه امامی,8735000
1394-04-16,7/7/2015,Tuesday,سکه امامی,8755000
1394-04-17,7/8/2015,Wednesday,سکه امامی,8640000
1394-04-19,7/10/2015,Friday,سکه امامی,8855000
1394-04-20,7/11/2015,Saturday,سکه امامی,8655000
1394-04-21,7/12/2015,Sunday,سکه امامی,8755000
1394-04-22,7/13/2015,Monday,سکه امامی,8915000
1394-04-23,7/14/2015,Tuesday,سکه امامی,8880000
1394-04-24,7/15/2015,Wednesday,سکه امامی,8750000
1394-04-28,7/19/2015,Sunday,سکه امامی,8560000
1394-04-29,7/20/2015,Monday,سکه امامی,8675000
1394-04-30,7/21/2015,Tuesday,سکه امامی,8610000
1394-04-31,7/22/2015,Wednesday,سکه امامی,8645000
1394-05-02,7/24/2015,Friday,سکه امامی,8735000
1394-05-03,7/25/2015,Saturday,سکه امامی,8730000
1394-05-04,7/26/2015,Sunday,سکه امامی,8764000
1394-05-05,7/27/2015,Monday,سکه امامی,8800000
1394-05-06,7/28/2015,Tuesday,سکه امامی,8770000
1394-05-07,7/29/2015,Wednesday,سکه امامی,8730000
1394-05-09,7/31/2015,Friday,سکه امامی,8788000
1394-05-10,8/1/2015,Saturday,سکه امامی,8785000
1394-05-11,8/2/2015,Sunday,سکه امامی,8750000
1394-05-12,8/3/2015,Monday,سکه امامی,8740000
1394-05-13,8/4/2015,Tuesday,سکه امامی,8710000
1394-05-14,8/5/2015,Wednesday,سکه امامی,8703000
1394-05-16,8/7/2015,Friday,سکه امامی,8780000
1394-05-17,8/8/2015,Saturday,سکه امامی,8755000
1394-05-18,8/9/2015,Sunday,سکه امامی,8810000
1394-05-20,8/11/2015,Tuesday,سکه امامی,8925000
1394-05-21,8/12/2015,Wednesday,سکه امامی,8860000
1394-05-23,8/14/2015,Friday,سکه امامی,8875000
1394-05-24,8/15/2015,Saturday,سکه امامی,8910000
1394-05-25,8/16/2015,Sunday,سکه امامی,8935000
1394-05-26,8/17/2015,Monday,سکه امامی,8930000
1394-05-27,8/18/2015,Tuesday,سکه امامی,9000000
1394-05-28,8/19/2015,Wednesday,سکه امامی,9095000
1394-05-30,8/21/2015,Friday,سکه امامی,9410000
1394-05-31,8/22/2015,Saturday,سکه امامی,9380000
1394-06-01,8/23/2015,Sunday,سکه امامی,9355000
1394-06-02,8/24/2015,Monday,سکه امامی,9255000
1394-06-03,8/25/2015,Tuesday,سکه امامی,9160000
1394-06-04,8/26/2015,Wednesday,سکه امامی,9110000
1394-06-06,8/28/2015,Friday,سکه امامی,9085000
1394-06-07,8/29/2015,Saturday,سکه امامی,9190000
1394-06-08,8/30/2015,Sunday,سکه امامی,9200000
1394-06-09,8/31/2015,Monday,سکه امامی,9275000
1394-06-10,9/1/2015,Tuesday,سکه امامی,9185000
1394-06-11,9/2/2015,Wednesday,سکه امامی,9165000
1394-06-13,9/4/2015,Friday,سکه امامی,9200000
1394-06-14,9/5/2015,Saturday,سکه امامی,9205000
1394-06-15,9/6/2015,Sunday,سکه امامی,9150000
1394-06-16,9/7/2015,Monday,سکه امامی,9195000
1394-06-17,9/8/2015,Tuesday,سکه امامی,9145000
1394-06-18,9/9/2015,Wednesday,سکه امامی,9120000
1394-06-20,9/11/2015,Friday,سکه امامی,9110000
1394-06-21,9/12/2015,Saturday,سکه امامی,9115000
1394-06-22,9/13/2015,Sunday,سکه امامی,9115000
1394-06-23,9/14/2015,Monday,سکه امامی,9095000
1394-06-24,9/15/2015,Tuesday,سکه امامی,9115000
1394-06-25,9/16/2015,Wednesday,سکه امامی,9100000
1394-06-27,9/18/2015,Friday,سکه امامی,9180000
1394-06-28,9/19/2015,Saturday,سکه امامی,9165000
1394-06-29,9/20/2015,Sunday,سکه امامی,9155000
1394-06-30,9/21/2015,Monday,سکه امامی,9080000
1394-06-31,9/22/2015,Tuesday,سکه امامی,9100000
1394-07-01,9/23/2015,Wednesday,سکه امامی,9200000
1394-07-03,9/25/2015,Friday,سکه امامی,9220000
1394-07-04,9/26/2015,Saturday,سکه امامی,9220000
1394-07-05,9/27/2015,Sunday,سکه امامی,9185000
1394-07-06,9/28/2015,Monday,سکه امامی,9220000
1394-07-07,9/29/2015,Tuesday,سکه امامی,9160000
1394-07-08,9/30/2015,Wednesday,سکه امامی,9145000
1394-07-10,10/2/2015,Friday,سکه امامی,9220000
1394-07-11,10/3/2015,Saturday,سکه امامی,9215000
1394-07-12,10/4/2015,Sunday,سکه امامی,9230000
1394-07-13,10/5/2015,Monday,سکه امامی,9285000
1394-07-14,10/6/2015,Tuesday,سکه امامی,9345000
1394-07-15,10/7/2015,Wednesday,سکه امامی,9340000
1394-07-17,10/9/2015,Friday,سکه امامی,9390000
1394-07-18,10/10/2015,Saturday,سکه امامی,9425000
1394-07-19,10/11/2015,Sunday,سکه امامی,9415000
1394-07-20,10/12/2015,Monday,سکه امامی,9400000
1394-07-21,10/13/2015,Tuesday,سکه امامی,9500000
1394-07-22,10/14/2015,Wednesday,سکه امامی,9565000
1394-07-24,10/16/2015,Friday,سکه امامی,9490000
1394-07-25,10/17/2015,Saturday,سکه امامی,9485000
1394-07-26,10/18/2015,Sunday,سکه امامی,9395000
1394-07-27,10/19/2015,Monday,سکه امامی,9435000
1394-07-28,10/20/2015,Tuesday,سکه امامی,9410000
1394-07-29,10/21/2015,Wednesday,سکه امامی,9415000
1394-08-02,10/24/2015,Saturday,سکه امامی,9415000
1394-08-03,10/25/2015,Sunday,سکه امامی,9430000
1394-08-04,10/26/2015,Monday,سکه امامی,9465000
1394-08-05,10/27/2015,Tuesday,سکه امامی,9535000
1394-08-06,10/28/2015,Wednesday,سکه امامی,9420000
1394-08-08,10/30/2015,Friday,سکه امامی,9375000
1394-08-09,10/31/2015,Saturday,سکه امامی,9365000
1394-08-10,11/1/2015,Sunday,سکه امامی,9340000
1394-08-11,11/2/2015,Monday,سکه امامی,9300000
1394-08-12,11/3/2015,Tuesday,سکه امامی,9220000
1394-08-13,11/4/2015,Wednesday,سکه امامی,9180000
1394-08-15,11/6/2015,Friday,سکه امامی,9085000
1394-08-16,11/7/2015,Saturday,سکه امامی,9100000
1394-08-17,11/8/2015,Sunday,سکه امامی,9155000
1394-08-18,11/9/2015,Monday,سکه امامی,9150000
1394-08-19,11/10/2015,Tuesday,سکه امامی,9150000
1394-08-20,11/11/2015,Wednesday,سکه امامی,9145000
1394-08-21,11/12/2015,Thursday,سکه امامی,9130000
1394-08-22,11/13/2015,Friday,سکه امامی,9200000
1394-08-23,11/14/2015,Saturday,سکه امامی,9180000
1394-08-24,11/15/2015,Sunday,سکه امامی,9160000
1394-08-25,11/16/2015,Monday,سکه امامی,9080000
1394-08-26,11/17/2015,Tuesday,سکه امامی,9065000
1394-08-27,11/18/2015,Wednesday,سکه امامی,9135000
1394-08-29,11/20/2015,Friday,سکه امامی,9070000
1394-08-30,11/21/2015,Saturday,سکه امامی,9080000
1394-09-01,11/22/2015,Sunday,سکه امامی,9035000
1394-09-02,11/23/2015,Monday,سکه امامی,9080000
1394-09-03,11/24/2015,Tuesday,سکه امامی,9105000
1394-09-04,11/25/2015,Wednesday,سکه امامی,9115000
1394-09-06,11/27/2015,Friday,سکه امامی,9060000
1394-09-07,11/28/2015,Saturday,سکه امامی,9085000
1394-09-08,11/29/2015,Sunday,سکه امامی,9110000
1394-09-09,11/30/2015,Monday,سکه امامی,9145000
1394-09-11,12/2/2015,Wednesday,سکه امامی,9105000
1394-09-13,12/4/2015,Friday,سکه امامی,9195000
1394-09-14,12/5/2015,Saturday,سکه امامی,9210000
1394-09-15,12/6/2015,Sunday,سکه امامی,9215000
1394-09-16,12/7/2015,Monday,سکه امامی,9200000
1394-09-17,12/8/2015,Tuesday,سکه امامی,9200000
1394-09-18,12/9/2015,Wednesday,سکه امامی,9195000
1394-09-21,12/12/2015,Saturday,سکه امامی,9210000
1394-09-22,12/13/2015,Sunday,سکه امامی,9165000
1394-09-23,12/14/2015,Monday,سکه امامی,9080000
1394-09-24,12/15/2015,Tuesday,سکه امامی,9145000
1394-09-25,12/16/2015,Wednesday,سکه امامی,9110000
1394-09-27,12/18/2015,Friday,سکه امامی,9170000
1394-09-28,12/19/2015,Saturday,سکه امامی,9175000
1394-09-29,12/20/2015,Sunday,سکه امامی,9235000
1394-09-30,12/21/2015,Monday,سکه امامی,9255000
1394-10-01,12/22/2015,Tuesday,سکه امامی,9285000
1394-10-02,12/23/2015,Wednesday,سکه امامی,9320000
1394-10-04,12/25/2015,Friday,سکه امامی,9420000
1394-10-05,12/26/2015,Saturday,سکه امامی,9420000
1394-10-06,12/27/2015,Sunday,سکه امامی,9345000
1394-10-07,12/28/2015,Monday,سکه امامی,9355000
1394-10-08,12/29/2015,Tuesday,سکه امامی,9315000
1394-10-09,12/30/2015,Wednesday,سکه امامی,9335000
1394-10-11,1/1/2016,Friday,سکه امامی,9310000
1394-10-12,1/2/2016,Saturday,سکه امامی,9340000
1394-10-13,1/3/2016,Sunday,سکه امامی,9400000
1394-10-14,1/4/2016,Monday,سکه امامی,9400000
1394-10-15,1/5/2016,Tuesday,سکه امامی,9460000
1394-10-16,1/6/2016,Wednesday,سکه امامی,9540000
1394-10-18,1/8/2016,Friday,سکه امامی,9655000
1394-10-19,1/9/2016,Saturday,سکه امامی,9600000
1394-10-20,1/10/2016,Sunday,سکه امامی,9485000
1394-10-21,1/11/2016,Monday,سکه امامی,9385000
1394-10-22,1/12/2016,Tuesday,سکه امامی,9345000
1394-10-23,1/13/2016,Wednesday,سکه امامی,9305000
1394-10-25,1/15/2016,Friday,سکه امامی,9180000
1394-10-26,1/16/2016,Saturday,سکه امامی,9270000
1394-10-27,1/17/2016,Sunday,سکه امامی,9200000
1394-10-28,1/18/2016,Monday,سکه امامی,9200000
1394-10-29,1/19/2016,Tuesday,سکه امامی,9300000
1394-10-30,1/20/2016,Wednesday,سکه امامی,9305000
1394-11-02,1/22/2016,Friday,سکه امامی,9410000
1394-11-03,1/23/2016,Saturday,سکه امامی,9360000
1394-11-04,1/24/2016,Sunday,سکه امامی,9445000
1394-11-05,1/25/2016,Monday,سکه امامی,9550000
1394-11-06,1/26/2016,Tuesday,سکه امامی,9490000
1394-11-07,1/27/2016,Wednesday,سکه امامی,9445000
1394-11-09,1/29/2016,Friday,سکه امامی,9460000
1394-11-10,1/30/2016,Saturday,سکه امامی,9490000
1394-11-11,1/31/2016,Sunday,سکه امامی,9550000
1394-11-12,2/1/2016,Monday,سکه امامی,9550000
1394-11-13,2/2/2016,Tuesday,سکه امامی,9585000
1394-11-14,2/3/2016,Wednesday,سکه امامی,9665000
1394-11-15,2/4/2016,Thursday,سکه امامی,9650000
1394-11-16,2/5/2016,Friday,سکه امامی,9845000
1394-11-17,2/6/2016,Saturday,سکه امامی,9725000
1394-11-18,2/7/2016,Sunday,سکه امامی,9865000
1394-11-19,2/8/2016,Monday,سکه امامی,9795000
1394-11-20,2/9/2016,Tuesday,سکه امامی,9770000
1394-11-23,2/12/2016,Friday,سکه امامی,10055000
1394-11-24,2/13/2016,Saturday,سکه امامی,9995000
1394-11-25,2/14/2016,Sunday,سکه امامی,9760000
1394-11-26,2/15/2016,Monday,سکه امامی,9785000
1394-11-27,2/16/2016,Tuesday,سکه امامی,9865000
1394-11-28,2/17/2016,Wednesday,سکه امامی,9890000
1394-11-30,2/19/2016,Friday,سکه امامی,9850000
1394-12-01,2/20/2016,Saturday,سکه امامی,9885000
1394-12-02,2/21/2016,Sunday,سکه امامی,9810000
1394-12-03,2/22/2016,Monday,سکه امامی,9935000
1394-12-04,2/23/2016,Tuesday,سکه امامی,10080000
1394-12-05,2/24/2016,Wednesday,سکه امامی,10050000
1394-12-07,2/26/2016,Friday,سکه امامی,9970000
1394-12-08,2/27/2016,Saturday,سکه امامی,9945000
1394-12-09,2/28/2016,Sunday,سکه امامی,10035000
1394-12-10,2/29/2016,Monday,سکه امامی,10015000
1394-12-11,3/1/2016,Tuesday,سکه امامی,10045000
1394-12-12,3/2/2016,Wednesday,سکه امامی,10095000
1394-12-14,3/4/2016,Friday,سکه امامی,10130000
1394-12-15,3/5/2016,Saturday,سکه امامی,10115000
1394-12-16,3/6/2016,Sunday,سکه امامی,10085000
1394-12-17,3/7/2016,Monday,سکه امامی,10140000
1394-12-18,3/8/2016,Tuesday,سکه امامی,10125000
1394-12-19,3/9/2016,Wednesday,سکه امامی,10135000
1394-12-21,3/11/2016,Friday,سکه امامی,10105000
1394-12-23,3/13/2016,Sunday,سکه امامی,10105000
1394-12-24,3/14/2016,Monday,سکه امامی,10065000
1394-12-25,3/15/2016,Tuesday,سکه امامی,10130000
1394-12-26,3/16/2016,Wednesday,سکه امامی,10130000
1394-12-28,3/18/2016,Friday,سکه امامی,10150000
1395-01-04,3/23/2016,Wednesday,سکه امامی,10120000
1395-01-06,3/25/2016,Friday,سکه امامی,10050000
1395-01-07,3/26/2016,Saturday,سکه امامی,10070000
1395-01-08,3/27/2016,Sunday,سکه امامی,10090000
1395-01-09,3/28/2016,Monday,سکه امامی,10135000
1395-01-10,3/29/2016,Tuesday,سکه امامی,10190000
1395-01-11,3/30/2016,Wednesday,سکه امامی,10190000
1395-01-13,4/1/2016,Friday,سکه امامی,10200000
1395-01-14,4/2/2016,Saturday,سکه امامی,10185000
1395-01-15,4/3/2016,Sunday,سکه امامی,10160000
1395-01-16,4/4/2016,Monday,سکه امامی,10290000
1395-01-17,4/5/2016,Tuesday,سکه امامی,10230000
1395-01-18,4/6/2016,Wednesday,سکه امامی,10255000
1395-01-20,4/8/2016,Friday,سکه امامی,10330000
1395-01-21,4/9/2016,Saturday,سکه امامی,10320000
1395-01-22,4/10/2016,Sunday,سکه امامی,10425000
1395-01-23,4/11/2016,Monday,سکه امامی,10390000
1395-01-24,4/12/2016,Tuesday,سکه امامی,10330000
1395-01-25,4/13/2016,Wednesday,سکه امامی,10225000
1395-01-27,4/15/2016,Friday,سکه امامی,10260000
1395-01-28,4/16/2016,Saturday,سکه امامی,10275000
1395-01-29,4/17/2016,Sunday,سکه امامی,10270000
1395-01-30,4/18/2016,Monday,سکه امامی,10310000
1395-01-31,4/19/2016,Tuesday,سکه امامی,10300000
1395-02-01,4/20/2016,Wednesday,سکه امامی,10295000
1395-02-03,4/22/2016,Friday,سکه امامی,10205000
1395-02-04,4/23/2016,Saturday,سکه امامی,10220000
1395-02-05,4/24/2016,Sunday,سکه امامی,10230000
1395-02-06,4/25/2016,Monday,سکه امامی,10260000
1395-02-07,4/26/2016,Tuesday,سکه امامی,10285000
1395-02-08,4/27/2016,Wednesday,سکه امامی,10325000
1395-02-10,4/29/2016,Friday,سکه امامی,10460000
1395-02-11,4/30/2016,Saturday,سکه امامی,10475000
1395-02-12,5/1/2016,Sunday,سکه امامی,10415000
1395-02-13,5/2/2016,Monday,سکه امامی,10400000
1395-02-14,5/3/2016,Tuesday,سکه امامی,10335000
1395-02-15,5/4/2016,Wednesday,سکه امامی,10330000
1395-02-17,5/6/2016,Friday,سکه امامی,10395000
1395-02-18,5/7/2016,Saturday,سکه امامی,10388000
1395-02-19,5/8/2016,Sunday,سکه امامی,10318000
1395-02-20,5/9/2016,Monday,سکه امامی,10313000
1395-02-21,5/10/2016,Tuesday,سکه امامی,10336000
1395-02-22,5/11/2016,Wednesday,سکه امامی,10301000
1395-02-24,5/13/2016,Friday,سکه امامی,10243000
1395-02-25,5/14/2016,Saturday,سکه امامی,10281000
1395-02-26,5/15/2016,Sunday,سکه امامی,10270000
1395-02-27,5/16/2016,Monday,سکه امامی,10243000
1395-02-28,5/17/2016,Tuesday,سکه امامی,10246000
1395-02-29,5/18/2016,Wednesday,سکه امامی,10112000
1395-02-31,5/20/2016,Friday,سکه امامی,10098000
1395-03-01,5/21/2016,Saturday,سکه امامی,10094000
1395-03-02,5/22/2016,Sunday,سکه امامی,10097000
1395-03-03,5/23/2016,Monday,سکه امامی,10062000
1395-03-04,5/24/2016,Tuesday,سکه امامی,9988000
1395-03-05,5/25/2016,Wednesday,سکه امامی,10020000
1395-03-07,5/27/2016,Friday,سکه امامی,10000000
1395-03-08,5/28/2016,Saturday,سکه امامی,9975000
1395-03-09,5/29/2016,Sunday,سکه امامی,10002000
1395-03-10,5/30/2016,Monday,سکه امامی,10014000
1395-03-11,5/31/2016,Tuesday,سکه امامی,9986000
1395-03-12,6/1/2016,Wednesday,سکه امامی,10025000
1395-03-15,6/4/2016,Saturday,سکه امامی,10126000
1395-03-16,6/5/2016,Sunday,سکه امامی,10080000
1395-03-17,6/6/2016,Monday,سکه امامی,10040000
1395-03-18,6/7/2016,Tuesday,سکه امامی,10168500
1395-03-19,6/8/2016,Wednesday,سکه امامی,10267000
